Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,"['rap', 'pop']",rap
3 Nights,Dominic Fike,"['rock', 'pop']",pop
The Take (feat. Chris Brown),Tory Lanez,"['rap', 'pop', 'r&b']",r&b
Stupid Again,Tory Lanez,"['rap', 'pop', 'r&b']",r&b
La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro","['rap', 'pop']",pop
Good as Hell (feat. Ariana Grande),Lizzo,"['pop', 'rap']",pop
Hardest To Love,The Weeknd,"['r&b', 'pop']",pop
Scared To Live,The Weeknd,"['r&b', 'pop']",r&b
Alone Again,The Weeknd,"['r&b', 'pop']",r&b
Too Late,The Weeknd,"['r&b', 'pop']",r&b
Faith,The Weeknd,"['r&b', 'pop']",r&b
Snowchild,The Weeknd,"['r&b', 'pop']",r&b
Escape From LA,The Weeknd,"['r&b', 'pop']",r&b
Repeat After Me (Interlude),The Weeknd,"['r&b', 'pop']",r&b
Until I Bleed Out,The Weeknd,"['r&b', 'pop']",r&b
B.S. (feat. H.E.R.),Jhené Aiko,"['r&b', 'pop']",r&b
Lettre à une femme,Ninho,"['pop', 'rap']",rap
The Other Side (from Trolls World Tour),"SZA, Justin Timberlake","['pop', 'r&b']",pop
Ayy Macarena,Tyga,"['rap', 'pop']",rap
Adicto (with Anuel AA & Ozuna),Tainy,"['rap', 'pop']",pop
"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,"['rap', 'pop']",rap
Aventura,"Lunay, Ozuna, Anuel AA","['rap', 'pop']",rap
Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles","['rap', 'r&b']",pop
"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,"['rap', 'pop']",rap
Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny","['rap', 'pop']",pop
Truth Hurts,Lizzo,"['pop', 'rap']",pop
Lottery (Renegade),K CAMP,"['rap', 'pop', 'r&b']",rap
Si Te Vas,"Sech, Ozuna","['rap', 'pop']",pop
Indeciso,"Reik, J Balvin, Lalo Ebratt",pop,pop
Mejor,"Dalex, Sech","['rap', 'r&b']",pop
Give No Fxk,"Migos, Travis Scott, Young Thug","['rap', 'pop']",rap
Might Not Give Up (feat. Young Thug),A Boogie Wit da Hoodie,"['rap', 'pop']",rap
Yikes,Nicki Minaj,"['pop', 'rap']",rap
Yellow Hearts,Ant Saunders,"['r&b', 'pop']",r&b
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,"['pop', 'rap']",pop
"I Do It (ft. Big Sean, Lil Baby)",Lil Wayne,"['rap', 'pop']",rap
Pa' Olvidarme De Ella,"Piso 21, Christian Nodal","['rap', 'pop']",pop
Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin","['pop', 'rap']",rap
Con Calma,"Daddy Yankee, Snow",pop,pop
Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam","['rap', 'pop']",pop
FML,Arizona Zervas,"['rap', 'pop']",pop
Kein Wort,"Juju, Loredana, Miksu / Macloud","['rap', 'pop']",rap
Going Bad (feat. Drake),Meek Mill,"['rap', 'pop']",rap
Panini,Lil Nas X,"['pop', 'rap']",rap
The London (feat. J. Cole & Travis Scott),"J. Cole, Young Thug","['rap', 'pop']",rap
B.I.T.C.H.,Megan Thee Stallion,"['rap', 'pop']",rap
Legends,Juice WRLD,"['pop', 'rap']",rap
Dans l'espace (feat. Heuss l'Enfoiré),Gambi,"['pop', 'rap']",pop
Blanche,"Maes, Booba","['pop', 'rap']",rap
Diamonds (with Normani),Megan Thee Stallion,"['rap', 'pop']",rap
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,"['pop', 'rap']",rap
"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,"['rap', 'pop']",rap
Fantasía,Ozuna,"['rap', 'pop']",pop
Combatchy (feat. MC Rebecca),"Anitta, Lexa, Luísa Sonza","['pop', 'rock']",pop
Old Town Road,Lil Nas X,"['pop', 'rap']",pop
Let Me Know (I Wonder Why Freestyle),Juice WRLD,"['pop', 'rap']",rap
Ne reviens pas,"Gradur, Heuss L'enfoiré","['pop', 'rap']",rap
